Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
04/19/2017,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,30294,,N/A,Referral,04/21/2017,Closed with explanation,Yes,No,2442083
03-01-2017,Debt collection,Federal student loan,False statements or representation,Attempted to collect wrong amount,,,"F.H. Cann & Associates, Inc.",AL,35601,,N/A,Phone,03-06-2017,Closed with explanation,No,No,2366223
03/22/2017,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,OR,977XX,,Other,Web,03/22/2017,Closed with explanation,Yes,No,2399197
04/19/2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Trouble with how payments are handled,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,"Account Control Technology, Inc.",WA,986XX,,,Web,04/20/2017,Closed with explanation,Yes,No,2442887
04/19/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,303XX,,,Web,04/19/2017,Closed with explanation,Yes,No,2443773
04/21/2017,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,PORTFOLIO RECOVERY ASSOCIATES INC,TX,77450,,,Web,04/21/2017,Closed with explanation,Yes,No,2447555
04/19/2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"WELLS FARGO BANK, NATIONAL ASSOCIATION",ME,4849,,N/A,Referral,04/20/2017,In progress,Yes,No,2443037
04/14/2017,Credit card,,Identity theft / Fraud / Embezzlement,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,066XX,,Other,Web,04/14/2017,Closed with explanation,Yes,No,2435824
04/21/2017,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"FAIR COLLECTIONS & OUTSOURCING, INC.",MD,208XX,,,Web,04/21/2017,Closed with explanation,Yes,No,2447658
03-06-2017,Credit reporting,,Incorrect information on credit report,Information is not mine,"I am sending you this formal complaint concerning and TU their business practices. This bureau continues to report inaccurate information. I am formally requesting remove this debt from my credit. In the years from XX/XX/XXXX-XX/XX/XXXX my identity was stolen. I discovered this because accounts were opened accounts in my name. I have seen where someone has continued to apply for credit in my name.It is possible that the thieves that committed the fraud. In XX/XX/XXXX I filed a ID Theft Report copies were sent to all XXXX major credit bureaus. I have sent the proper documentation to all XXXX bureaus and the XXXX debt buyers. XXXX DELETED the XXXX Account and then reinserted the account without my knowledge, this as you know is in violation of FCRA15 U.S. Code 1681i",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,908XX,,Consent provided,Web,03-06-2017,Closed with non-monetary relief,Yes,No,2373486
04/20/2017,Credit card,,Closing/Cancelling account,,,,CAPITAL ONE FINANCIAL CORPORATION,AZ,853XX,Servicemember,,Web,04/20/2017,In progress,Yes,No,2445086
03/22/2017,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,experian has closed out an investigation and improperly verified again a false certification see cfpb XXXX and refuses to investigate this fraud.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,CA,922XX,,Consent provided,Web,03/22/2017,Closed with explanation,Yes,No,2398875
04-03-2017,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,JPMORGAN CHASE & CO.,IL,622XX,Servicemember,,Web,04-04-2017,Closed with non-monetary relief,Yes,No,2415565
04/17/2017,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,,,BBVA COMPASS FINANCIAL CORPORATION,TX,750XX,,,Web,04/18/2017,Closed with explanation,Yes,No,2438887
04-05-2017,Bank account or service,Other bank product/service,Deposits and withdrawals,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92672,,Consent not provided,Web,04-05-2017,Closed with explanation,Yes,No,2420398
03/22/2017,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,CO,80134,,N/A,Referral,03/22/2017,Closed with explanation,Yes,No,2399555
04/19/2017,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,GC Services Limited Partnership,WI,53158,,,Web,04/19/2017,Closed with non-monetary relief,Yes,No,2441544
04/18/2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,11706,,N/A,Postal mail,04/18/2017,Closed with explanation,Yes,No,2439670
04/19/2017,Mortgage,Other mortgage,Other,,,,"WELLS FARGO BANK, NATIONAL ASSOCIATION",SC,29611,,N/A,Referral,04/20/2017,In progress,Yes,No,2443327
04-10-2017,Credit card,,Other,,,,JPMORGAN CHASE & CO.,IL,62220,,,Web,04-10-2017,Closed with explanation,Yes,No,2428738
04-04-2017,Student loan,Non-federal student loan,Dealing with my lender or servicer,Need information about my balance/terms,,,JPMORGAN CHASE & CO.,FL,33404,,N/A,Phone,04-04-2017,Closed with non-monetary relief,Yes,No,2418765
04-04-2017,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"EQUIFAX, INC.",NY,115XX,,,Web,04-04-2017,Closed with non-monetary relief,Yes,No,2417343
04-06-2017,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,"Fidelity National Financial, Inc",NY,117XX,,,Web,04-06-2017,Closed with explanation,Yes,No,2423844
07-12-2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,"CITIZENS FINANCIAL GROUP, INC.",MA,2132,Older American,N/A,Web,07/15/2013,Closed with explanation,Yes,No,456243
04/21/2017,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BB&T CORPORATION,TX,752XX,,,Web,04/21/2017,Closed with explanation,Yes,No,2446079
04-11-2017,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,KEYCORP,NY,12521,,N/A,Referral,04/13/2017,Closed with explanation,Yes,No,2431734
04/21/2017,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,334XX,,,Web,04/24/2017,Closed with explanation,Yes,No,2446035
03-05-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Convergent Resources, Inc.",FL,33023,,Consent not provided,Web,03-05-2017,Closed with explanation,Yes,No,2371954
04/19/2017,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AZ,85043,,Consent not provided,Web,04/21/2017,Closed with non-monetary relief,Yes,No,2441991
03-12-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,,,"Halsted Financial Services, LLC.",IL,60656,,N/A,Web,03-12-2015,Closed with explanation,No,No,1279771
04/13/2017,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",FL,34769,,Consent not provided,Web,04/13/2017,Closed with explanation,Yes,No,2434462
10/19/2016,Payday loan,,Charged bank acct wrong day or amt,,,,"ACE CASH EXPRESS, INC.",FL,32822,Older American,Consent not provided,Web,10/19/2016,Closed with explanation,Yes,No,2166426
12-10-2015,Debt collection,Medical,Taking/threatening an illegal action,Sued w/o proper notification of suit,,Company chooses not to provide a public response,"American Collections Enterprise, Inc.",TX,75081,,Consent not provided,Web,12-10-2015,Closed,No,No,1691259
04/18/2017,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,891XX,,,Web,04/18/2017,Closed with non-monetary relief,Yes,No,2440729
04-04-2017,Credit reporting,,Incorrect information on credit report,Public record,,,"EQUIFAX, INC.",IL,60644,,,Web,04-04-2017,Closed with explanation,Yes,No,2419034
03-05-2017,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"BAYVIEW LOAN SERVICING, LLC",GA,30281,,Consent not provided,Web,03-05-2017,Closed with explanation,Yes,No,2372015
04/19/2017,Credit reporting,,Incorrect information on credit report,Account status,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,19468,"Older American, Servicemember",N/A,Postal mail,04/19/2017,In progress,Yes,No,2442503
04/19/2017,Credit card,,Other fee,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,NE,681XX,Servicemember,,Web,04/19/2017,Closed with explanation,Yes,No,2441191
04/21/2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"CITIBANK, N.A.",MD,21742,Older American,,Web,04/21/2017,In progress,Yes,No,2446451
04/19/2017,Credit reporting,,Incorrect information on credit report,Public record,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IN,46041,,N/A,Fax,04/19/2017,In progress,Yes,No,2442273
01-11-2016,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,EXPERIAN DELAWARE GP,FL,34952,,N/A,Referral,01/15/2016,Closed with non-monetary relief,Yes,No,1736887
04/21/2017,Mortgage,Other type of mortgage,Struggling to pay mortgage,,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",MT,63034,,N/A,Referral,04/24/2017,Closed with monetary relief,Yes,No,2446509
03-05-2017,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,"I currently have XXXX loans that were originally taken out with XXXX for XXXX aka XXXX, fast forward they are currently being serviced by navient. for the last XXXX years I have been repaying them under the income based repayment plan. just recently we renewed the terms and agreement, come to find out they have been harrassing me and threatening to purse legal action because I 'm currently XXXX days past due. they have been removing the agreed amount out of my account yet they are only applying it to the original amount that I could n't afford and they have been calculating interest and damaging my credit as well.",,"Navient Solutions, LLC.",CA,911XX,,Consent provided,Web,03-05-2017,Closed with explanation,Yes,No,2371809
04-04-2017,Credit reporting,,Incorrect information on credit report,Account status,,,"EQUIFAX, INC.",SD,571XX,Older American,,Web,04-04-2017,Closed with explanation,Yes,No,2418910
04/19/2017,Consumer Loan,Installment loan,Managing the loan or lease,,,,"WELLS FARGO BANK, NATIONAL ASSOCIATION",NJ,8015,,N/A,Postal mail,04/20/2017,In progress,Yes,No,2442817
04-05-2017,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,ENCORE CAPITAL GROUP INC.,FL,338XX,,,Web,04/19/2017,Closed with explanation,Yes,No,2419418
04/21/2017,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,OCWEN LOAN SERVICING LLC,PA,151XX,Older American,,Web,04/21/2017,Closed with explanation,Yes,No,2446527
04/19/2017,Credit card,,Other fee,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,FL,322XX,Servicemember,,Web,04/19/2017,Closed with explanation,Yes,No,2443607
01-05-2017,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,,,"Gillman Interests, Inc.",LA,70117,,N/A,Fax,03-06-2017,Closed with explanation,No,No,2276951
